"productId","slug","productSku","sku","supplierSku","size","color","cost","retailPrice","wholesalePrice","barcode","verifiedStock","warehouse","reorderPoint","leadTimeDays","weightKg","lengthCm","widthCm","heightCm","hsCode","countryOfOrigin","readyToShip"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-halo","nike-kobe-3-protro-halo","GOAT-K03-01","GOAT-K03-01-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-low-protro-warning-label","nike-kobe-3-low-protro-warning-label","GOAT-K03-02","GOAT-K03-02-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-mpls","nike-zoom-kobe-3-mpls","GOAT-K03-03","GOAT-K03-03-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-3-protro-christmas","nike-kobe-3-protro-christmas","GOAT-K03-04","GOAT-K03-04-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-zoom-kobe-3-lakers","nike-zoom-kobe-3-lakers","GOAT-K03-05","GOAT-K03-05-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-8","","8","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-85","","8.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-9","","9","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-95","","9.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-10","","10","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-105","","10.5","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-11","","11","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-mambacita","nike-kobe-4-protro-mambacita","GOAT-K04-01","GOAT-K04-01-LISTED-COLORWAY-12","","12","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-gold-medal-2024","nike-kobe-4-protro-gold-medal-2024","GOAT-K04-02","GOAT-K04-02-LISTED-COLORWAY-7","","7","listed-colorway","","135","","","","","3","","","","","","","","false"
"goat-nike-kobe-4-protro-gold-medal-2024","nike-kobe-4-protro-gold-medal-2024","GOAT-K04-02","GOAT-K04-02-LISTED-COLORWAY-75","","7.5","listed-colorway","","135","","","","","3","","","","","","","","false"
